,workclass,education,marital-status,occupation,relationship,race,gender,net-income
326,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Other-relative,White,Female,<=50
327,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
328,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,<=50
329,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
330,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
331,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
332,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
333,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
334,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
335,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
336,Self-emp-inc,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
337,Self-emp-inc,Masters,Separated,Prof-specialty,Not-in-family,White,Female,<=50
338,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50
339,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,<=50
340,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
341,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
342,Private,Prof-school,Married-civ-spouse,Other-service,Wife,White,Female,<=50
343,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
344,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
345,Self-emp-not-inc,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,<=50
346,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
347,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
348,Private,Bachelors,Never-married,Sales,Own-child,White,Male,<=50
349,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
350,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
351,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
352,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
353,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
354,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
355,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
356,Local-gov,Masters,Divorced,Prof-specialty,Unmarried,White,Female,<=50
357,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
358,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
359,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Other,Male,<=50
360,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50
361,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
362,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
363,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
364,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
365,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,<=50
366,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
367,Self-emp-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
368,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
369,Local-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
370,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
371,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
372,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
373,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
374,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
375,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
376,Private,Masters,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,<=50
377,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
378,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
379,State-gov,Some-college,Divorced,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,<=50
380,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
381,Private,Masters,Widowed,Exec-managerial,Unmarried,White,Male,>50
382,Private,11th,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
383,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
384,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,>50
385,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,<=50
386,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
387,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,<=50
388,Private,Some-college,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
389,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
390,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
391,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
392,Private,Bachelors,Widowed,Prof-specialty,Not-in-family,White,Female,<=50
393,Private,9th,Married-civ-spouse,Sales,Husband,Black,Male,<=50
394,Local-gov,Some-college,Never-married,Protective-serv,Own-child,White,Female,<=50
395,Without-pay,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
396,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,<=50
397,Local-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
398,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
399,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
400,Private,Bachelors,Married-spouse-absent,Exec-managerial,Not-in-family,White,Female,>50
401,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
402,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
403,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
404,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
405,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
406,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
407,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
408,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
409,Private,Masters,Never-married,Prof-specialty,Own-child,White,Female,<=50
410,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
411,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
412,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,<=50
413,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
414,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
415,Federal-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,<=50
416,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50
417,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
418,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
419,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
420,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Male,<=50
421,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,>50
422,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
423,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
424,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,<=50
425,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
426,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
427,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
428,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
429,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
430,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
431,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
432,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
433,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
434,Federal-gov,HS-grad,Married-civ-spouse,Sales,Wife,White,Female,<=50
435,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
436,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,<=50
437,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
438,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
439,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
440,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
441,Local-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,Black,Male,<=50
442,Private,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
443,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
444,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,<=50
445,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
446,Private,Some-college,Divorced,Other-service,Not-in-family,Black,Male,<=50
447,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
448,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
449,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
450,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
451,State-gov,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,<=50
452,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
453,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
454,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
455,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,<=50
456,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
457,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,<=50
458,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
459,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
460,Private,9th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
461,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,<=50
462,Private,HS-grad,Widowed,Adm-clerical,Not-in-family,White,Female,<=50
463,Private,Prof-school,Married-civ-spouse,Sales,Husband,White,Male,<=50
464,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,<=50
465,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
466,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
467,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
468,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
469,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,<=50
470,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
471,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
472,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
473,Self-emp-not-inc,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,<=50
474,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
475,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
476,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
477,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
478,State-gov,Doctorate,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
479,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
480,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
481,Private,Some-college,Divorced,Transport-moving,Unmarried,White,Male,<=50
482,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,<=50
483,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
484,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,>50
485,Federal-gov,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,>50
486,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
487,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
488,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Male,<=50
489,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
490,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
491,Federal-gov,Masters,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
492,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
493,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
494,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
495,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
496,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
497,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,>50
498,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
499,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
500,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,Female,<=50
501,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
502,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
503,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
504,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,>50
505,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
506,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,<=50
507,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
508,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
509,Private,Bachelors,Married-civ-spouse,Prof-specialty,Wife,Asian-Pac-Islander,Female,<=50
510,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,<=50
511,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
512,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
513,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
514,State-gov,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,>50
515,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
516,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,<=50
517,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,Black,Male,<=50
518,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,<=50
519,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
520,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
521,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
522,Self-emp-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
523,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
524,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
525,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,<=50
526,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
527,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
528,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,<=50
529,Private,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
530,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,Male,>50
531,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
532,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Wife,White,Female,<=50
533,Local-gov,HS-grad,Married-civ-spouse,Tech-support,Wife,White,Female,<=50
534,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
535,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
536,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,<=50
537,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,<=50
538,Federal-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,<=50
539,State-gov,12th,Married-civ-spouse,Tech-support,Wife,White,Female,<=50
540,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
541,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,<=50
542,Private,Doctorate,Separated,Exec-managerial,Unmarried,White,Male,<=50
543,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
544,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Male,<=50
545,Private,9th,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,<=50
546,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,<=50
547,Private,Prof-school,Divorced,Exec-managerial,Not-in-family,White,Male,<=50
548,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Male,<=50
549,Private,Bachelors,Married-civ-spouse,Adm-clerical,Wife,White,Female,<=50
550,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,<=50
551,Local-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,<=50
552,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,>50
553,Self-emp-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,>50
